-5.0e0 -5.0e0 4.8e2 4.8e2
-4.87343e0 -5.0e0 4.8849506e2 4.8849506e2
-4.74686e0 -5.0e0 4.9652167e2 4.9652167e2
-4.62029e0 -5.0e0 5.0409206e2 5.0409206e2
-4.4937201e0 -5.0e0 5.1121834e2 5.1121834e2
-4.3671501e0 -5.0e0 5.1791267e2 5.1791267e2
-4.2405801e0 -5.0e0 5.2418712e2 5.2418712e2
-4.1140102e0 -5.0e0 5.3005411e2 5.3005411e2
-3.9874402e0 -5.0e0 5.3552559e2 5.3552559e2
-3.8608702e0 -5.0e0 5.4061383e2 5.4061383e2
-3.7343002e0 -5.0e0 5.4533101e2 5.4533101e2
-3.6077303e0 -5.0e0 5.496892e2 5.496892e2
-3.4811603e0 -5.0e0 5.5370062e2 5.5370062e2
-3.3545903e0 -5.0e0 5.5737746e2 5.5737746e2
-3.2280203e0 -5.0e0 5.6073183e2 5.6073183e2
-3.1014503e0 -5.0e0 5.6377588e2 5.6377588e2
-2.9748804e0 -5.0e0 5.6652184e2 5.6652184e2
-2.8483104e0 -5.0e0 5.6898187e2 5.6898187e2
-2.7217404e0 -5.0e0 5.7116815e2 5.7116815e2
-2.5951704e0 -5.0e0 5.7309277e2 5.7309277e2
-2.4686005e0 -5.0e0 5.7476799e2 5.7476799e2
-2.3420305e0 -5.0e0 5.7620589e2 5.7620589e2
-2.2154605e0 -5.0e0 5.774187e2 5.774187e2
-2.0888905e0 -5.0e0 5.7841856e2 5.7841856e2
-1.9623206e0 -5.0e0 5.7921762e2 5.7921762e2
-1.8357506e0 -5.0e0 5.7982805e2 5.7982805e2
-1.7091806e0 -5.0e0 5.8026205e2 5.8026205e2
-1.5826106e0 -5.0e0 5.8053177e2 5.8053177e2
-1.4560406e0 -5.0e0 5.8064935e2 5.8064935e2
-1.3294707e0 -5.0e0 5.80627e2 5.80627e2
-1.2029007e0 -5.0e0 5.8047684e2 5.8047684e2
-1.0763307e0 -5.0e0 5.8021107e2 5.8021107e2
-9.497607e-1 -5.0e0 5.7984184e2 5.7984184e2
-8.2319069e-1 -5.0e0 5.7938132e2 5.7938132e2
-6.9662068e-1 -5.0e0 5.7884167e2 5.7884167e2
-5.7005067e-1 -5.0e0 5.7823506e2 5.7823506e2
-4.4348067e-1 -5.0e0 5.7757365e2 5.7757365e2
-3.1691066e-1 -5.0e0 5.7686964e2 5.7686964e2
-1.9034065e-1 -5.0e0 5.7613515e2 5.7613515e2
-6.377065e-2 -5.0e0 5.7538237e2 5.7538237e2
6.279936e-2 -5.0e0 5.7462346e2 5.7462346e2
1.8936935e-1 -5.0e0 5.7387057e2 5.7387057e2
3.1593936e-1 -5.0e0 5.731359e2 5.731359e2
4.4250937e-1 -5.0e0 5.724316e2 5.724316e2
5.6907938e-1 -5.0e0 5.7176982e2 5.7176982e2
6.9564938e-1 -5.0e0 5.7116275e2 5.7116275e2
8.2221939e-1 -5.0e0 5.7062254e2 5.7062254e2
9.487894e-1 -5.0e0 5.7016136e2 5.7016136e2
1.0753594e0 -5.0e0 5.697914e2 5.697914e2
1.2019293e0 -5.0e0 5.6952478e2 5.6952478e2
1.3284993e0 -5.0e0 5.6937367e2 5.6937367e2
1.4550693e0 -5.0e0 5.693503e2 5.693503e2
1.5816393e0 -5.0e0 5.6946677e2 5.6946677e2
1.7082092e0 -5.0e0 5.6973526e2 5.6973526e2
1.8347792e0 -5.0e0 5.7016795e2 5.7016795e2
1.9613492e0 -5.0e0 5.70777e2 5.70777e2
2.0879192e0 -5.0e0 5.7157457e2 5.7157457e2
2.2144891e0 -5.0e0 5.7257285e2 5.7257285e2
2.3410591e0 -5.0e0 5.7378395e2 5.7378395e2
2.4676291e0 -5.0e0 5.7522008e2 5.7522008e2
2.594199e0 -5.0e0 5.7689342e2 5.7689342e2
2.720769e0 -5.0e0 5.788161e2 5.788161e2
2.847339e0 -5.0e0 5.810003e2 5.810003e2
2.973909e0 -5.0e0 5.834582e2 5.834582e2
3.100479e0 -5.0e0 5.8620193e2 5.8620193e2
3.227049e0 -5.0e0 5.8924371e2 5.8924371e2
3.353619e0 -5.0e0 5.9259566e2 5.9259566e2
3.4801889e0 -5.0e0 5.9626996e2 5.9626996e2
3.6067589e0 -5.0e0 6.0027875e2 6.0027875e2
3.7333289e0 -5.0e0 6.046342e2 6.046342e2
3.8598988e0 -5.0e0 6.0934854e2 6.0934854e2
3.9864688e0 -5.0e0 6.144339e2 6.144339e2
4.1130388e0 -5.0e0 6.1990239e2 6.1990239e2
4.2396088e0 -5.0e0 6.257663e2 6.257663e2
4.3661787e0 -5.0e0 6.3203767e2 6.3203767e2
4.4927487e0 -5.0e0 6.3872874e2 6.3872874e2
4.6193187e0 -5.0e0 6.458516e2 6.458516e2
4.7458887e0 -5.0e0 6.5341856e2 6.5341856e2
4.8724586e0 -5.0e0 6.6144153e2 6.6144153e2
4.9990286e0 -5.0e0 6.6993295e2 6.6993295e2

-5.0e0 -4.87343e0 4.2157712e2 4.2157712e2
-4.87343e0 -4.87343e0 4.3007217e2 4.3007217e2
-4.74686e0 -4.87343e0 4.3809879e2 4.3809879e2
-4.62029e0 -4.87343e0 4.4566917e2 4.4566917e2
-4.4937201e0 -4.87343e0 4.5279546e2 4.5279546e2
-4.3671501e0 -4.87343e0 4.5948979e2 4.5948979e2
-4.2405801e0 -4.87343e0 4.6576424e2 4.6576424e2
-4.1140102e0 -4.87343e0 4.7163123e2 4.7163123e2
-3.9874402e0 -4.87343e0 4.771027e2 4.771027e2
-3.8608702e0 -4.87343e0 4.8219095e2 4.8219095e2
-3.7343002e0 -4.87343e0 4.8690813e2 4.8690813e2
-3.6077303e0 -4.87343e0 4.9126631e2 4.9126631e2
-3.4811603e0 -4.87343e0 4.9527774e2 4.9527774e2
-3.3545903e0 -4.87343e0 4.9895457e2 4.9895457e2
-3.2280203e0 -4.87343e0 5.0230894e2 5.0230894e2
-3.1014503e0 -4.87343e0 5.05353e2 5.05353e2
-2.9748804e0 -4.87343e0 5.0809895e2 5.0809895e2
-2.8483104e0 -4.87343e0 5.1055899e2 5.1055899e2
-2.7217404e0 -4.87343e0 5.1274527e2 5.1274527e2
-2.5951704e0 -4.87343e0 5.1466989e2 5.1466989e2
-2.4686005e0 -4.87343e0 5.1634511e2 5.1634511e2
-2.3420305e0 -4.87343e0 5.17783e2 5.17783e2
-2.2154605e0 -4.87343e0 5.1899582e2 5.1899582e2
-2.0888905e0 -4.87343e0 5.1999568e2 5.1999568e2
-1.9623206e0 -4.87343e0 5.2079474e2 5.2079474e2
-1.8357506e0 -4.87343e0 5.2140517e2 5.2140517e2
-1.7091806e0 -4.87343e0 5.2183917e2 5.2183917e2
